,job_title,salary_in_usd,employee_residence,company_location,experience_level_EX,experience_level_MI,experience_level_SE,employment_type_FL,employment_type_FT,employment_type_PT,company_size_M,company_size_S,work_year_2021,work_year_2022,remote_ratio_50,remote_ratio_100
0,Machine Learning Engineer,130000,US,US,0,1,0,0,1,0,1,0,0,1,0,0
1,Machine Learning Engineer,90000,US,US,0,1,0,0,1,0,1,0,0,1,0,0
2,Data Scientist,120000,US,US,0,1,0,0,1,0,1,0,0,1,0,1
3,Data Scientist,100000,US,US,0,1,0,0,1,0,1,0,0,1,0,1
4,Data Scientist,85000,US,US,0,1,0,0,1,0,1,0,0,1,0,1
5,Data Scientist,78000,US,US,0,1,0,0,1,0,1,0,0,1,0,1
6,Data Engineer,161000,US,US,0,0,1,0,1,0,1,0,0,1,0,1
7,Data Engineer,110000,US,US,0,0,1,0,1,0,1,0,0,1,0,1
8,Data Scientist,136000,US,US,0,0,1,0,1,0,1,0,0,1,0,1
9,Data Scientist,104000,US,US,0,0,1,0,1,0,1,0,0,1,0,1
12,Head of Data,205000,US,US,1,0,0,0,1,0,1,0,0,1,0,0
13,Head of Data,160000,US,US,1,0,0,0,1,0,1,0,0,1,0,0
14,Data Analyst,169000,US,US,0,0,1,0,1,0,1,0,0,1,0,0
15,Data Analyst,110600,US,US,0,0,1,0,1,0,1,0,0,1,0,0
18,Data Engineer,160000,US,US,0,0,1,0,1,0,1,0,0,1,0,0
19,Data Engineer,130000,US,US,0,0,1,0,1,0,1,0,0,1,0,0
20,Data Scientist,245000,US,US,0,0,1,0,1,0,1,0,0,1,0,0
21,Data Scientist,180000,US,US,0,0,1,0,1,0,1,0,0,1,0,0
22,Data Engineer,135000,US,US,0,0,1,0,1,0,1,0,0,1,0,0
23,Data Engineer,100000,US,US,0,0,1,0,1,0,1,0,0,1,0,0
24,Data Engineer,220000,US,US,0,0,1,0,1,0,1,0,0,1,0,0
25,Data Engineer,150000,US,US,0,0,1,0,1,0,1,0,0,1,0,0
26,Data Scientist,198440,US,US,0,0,1,0,1,0,0,0,0,1,0,0
27,Data Scientist,144000,US,US,0,0,1,0,1,0,0,0,0,1,0,0
28,Data Engineer,240000,US,US,0,0,1,0,1,0,1,0,0,1,0,0
29,Data Engineer,170000,US,US,0,0,1,0,1,0,1,0,0,1,0,0
30,Data Scientist,198440,US,US,0,0,1,0,1,0,1,0,0,1,0,0
31,Data Scientist,144000,US,US,0,0,1,0,1,0,1,0,0,1,0,0
32,Data Analyst,150000,US,US,0,1,0,0,1,0,1,0,0,1,0,1
33,Data Analyst,100000,US,US,0,1,0,0,1,0,1,0,0,1,0,1
34,Data Analyst,120000,US,US,0,0,1,0,1,0,1,0,0,1,0,0
35,Data Analyst,95000,US,US,0,0,1,0,1,0,1,0,0,1,0,0
37,Data Analyst,64000,US,US,0,0,0,0,1,0,0,0,0,1,0,1
41,Data Analyst,150000,US,US,0,0,1,0,1,0,1,0,0,1,0,0
42,Data Analyst,127000,US,US,0,0,1,0,1,0,1,0,0,1,0,0
43,Data Engineer,275000,US,US,0,0,1,0,1,0,1,0,0,1,0,1
44,Data Engineer,166000,US,US,0,0,1,0,1,0,1,0,0,1,0,1
45,Data Scientist,159699,US,US,0,0,1,0,1,0,1,0,0,1,0,0
46,Data Scientist,138938,US,US,0,0,1,0,1,0,1,0,0,1,0,0
47,BI Analyst,76000,US,US,0,0,0,0,1,0,0,0,0,1,1,0
48,Data Analyst,166700,US,US,0,0,1,0,1,0,1,0,0,1,0,0
49,Data Analyst,119000,US,US,0,0,1,0,1,0,1,0,0,1,0,0
50,Data Analyst,130000,US,US,0,0,1,0,1,0,1,0,0,1,0,0
51,Data Analyst,100000,US,US,0,0,1,0,1,0,1,0,0,1,0,0
54,Data Analyst,80000,US,US,0,0,1,0,1,0,1,0,0,1,0,0
55,Data Analyst,52500,US,US,0,0,1,0,1,0,1,0,0,1,0,0
56,Data Engineer,236000,US,US,0,0,1,0,1,0,1,0,0,1,0,1
57,Data Engineer,182000,US,US,0,0,1,0,1,0,1,0,0,1,0,1
58,Data Scientist,180000,US,US,0,0,1,0,1,0,1,0,0,1,0,1
59,Data Scientist,140000,US,US,0,0,1,0,1,0,1,0,0,1,0,1
60,Data Scientist,225000,US,US,0,0,1,0,1,0,1,0,0,1,0,0
61,Data Scientist,156400,US,US,0,0,1,0,1,0,1,0,0,1,0,0
62,Data Analyst,135000,US,US,0,0,1,0,1,0,1,0,0,1,0,1
63,Data Analyst,100000,US,US,0,0,1,0,1,0,1,0,0,1,0,1
64,Machine Learning Engineer,204500,US,US,0,0,1,0,1,0,1,0,0,1,0,0
65,Machine Learning Engineer,142200,US,US,0,0,1,0,1,0,1,0,0,1,0,0
66,Research Engineer,240000,US,US,0,1,0,0,1,0,1,0,0,1,0,1
68,Data Engineer,300000,US,US,0,0,1,0,1,0,1,0,0,1,0,0
69,Data Engineer,130000,US,US,0,0,1,0,1,0,1,0,0,1,0,0
70,Data Engineer,195000,US,US,0,0,1,0,1,0,1,0,0,1,0,1
71,Data Engineer,175000,US,US,0,0,1,0,1,0,1,0,0,1,0,1
72,Data Engineer,155000,US,US,0,0,1,0,1,0,1,0,0,1,0,0
73,Data Engineer,110000,US,US,0,0,1,0,1,0,1,0,0,1,0,0
74,Data Operations Analyst,123000,US,US,0,0,1,0,1,0,1,0,0,1,0,0
75,Data Operations Analyst,92250,US,US,0,0,1,0,1,0,1,0,0,1,0,0
76,Data Engineer,170000,US,US,0,0,1,0,1,0,1,0,0,1,0,0
77,Data Engineer,150000,US,US,0,0,1,0,1,0,1,0,0,1,0,0
78,ML Engineer,180000,US,US,0,1,0,0,1,0,1,0,0,1,0,1
79,ML Engineer,100000,US,US,0,1,0,0,1,0,1,0,0,1,0,1
80,Data Engineer,97000,US,US,0,0,1,0,1,0,1,0,0,1,0,1
81,Data Engineer,90000,US,US,0,0,1,0,1,0,1,0,0,1,0,1
82,Data Engineer,200000,US,US,0,0,1,0,1,0,1,0,0,1,0,0
83,Data Engineer,160000,US,US,0,0,1,0,1,0,1,0,0,1,0,0
84,Machine Learning Engineer,210000,US,US,0,0,1,0,1,0,1,0,0,1,0,1
85,Machine Learning Engineer,180000,US,US,0,0,1,0,1,0,1,0,0,1,0,1
86,Data Engineer,260000,US,US,0,0,1,0,1,0,1,0,0,1,0,0
87,Data Engineer,180000,US,US,0,0,1,0,1,0,1,0,0,1,0,0
88,Analytics Engineer,210000,US,US,1,0,0,0,1,0,1,0,0,1,0,1
89,Analytics Engineer,157000,US,US,1,0,0,0,1,0,1,0,0,1,0,1
90,Data Scientist,180000,US,US,0,0,0,0,1,0,1,0,0,1,0,1
91,Data Scientist,100000,US,US,0,0,0,0,1,0,1,0,0,1,0,1
92,Data Analyst,80000,US,US,0,1,0,0,1,0,1,0,0,1,0,0
93,Data Analyst,52500,US,US,0,1,0,0,1,0,1,0,0,1,0,0
94,Data Architect,128000,US,US,0,0,1,0,1,0,1,0,0,1,0,0
95,Data Architect,81500,US,US,0,0,1,0,1,0,1,0,0,1,0,0
96,Data Operations Engineer,105000,US,US,0,0,1,0,1,0,1,0,0,1,0,0
97,Data Operations Engineer,70000,US,US,0,0,1,0,1,0,1,0,0,1,0,0
98,Data Scientist,175000,US,US,0,0,1,0,1,0,1,0,0,1,0,0
99,Data Scientist,122500,US,US,0,0,1,0,1,0,1,0,0,1,0,0
100,Data Engineer,171000,US,US,0,0,1,0,1,0,1,0,0,1,0,0
101,Data Engineer,117000,US,US,0,0,1,0,1,0,1,0,0,1,0,0
102,Data Scientist,202800,US,US,0,0,1,0,1,0,0,0,0,1,0,0
103,Data Scientist,104300,US,US,0,0,1,0,1,0,0,0,0,1,0,0
106,Data Engineer,197000,US,US,0,0,1,0,1,0,1,0,0,1,0,0
107,Data Engineer,99000,US,US,0,0,1,0,1,0,1,0,0,1,0,0
108,Data Engineer,160000,US,US,0,0,1,0,1,0,1,0,0,1,0,0
109,Data Engineer,110000,US,US,0,0,1,0,1,0,1,0,0,1,0,0
110,Data Scientist,185900,US,US,0,0,1,0,1,0,1,0,0,1,0,0
111,Data Scientist,129300,US,US,0,0,1,0,1,0,1,0,0,1,0,0
112,3D Computer Vision Researcher,5000,US,US,0,0,1,0,1,0,0,0,1,0,0,1
116,Data Engineer,170000,US,US,0,0,1,0,1,0,1,0,0,1,0,0
117,Data Engineer,130000,US,US,0,0,1,0,1,0,1,0,0,1,0,0
118,Data Analyst,150000,US,US,0,0,1,0,1,0,1,0,0,1,0,0
119,Data Analyst,95000,US,US,0,0,1,0,1,0,1,0,0,1,0,0
123,Data Architect,230400,US,US,0,0,1,0,1,0,1,0,0,1,0,0
124,Data Engineer,145000,US,US,0,0,1,0,1,0,1,0,0,1,0,0
125,Data Engineer,115000,US,US,0,0,1,0,1,0,1,0,0,1,0,0
128,Data Analyst,175950,US,US,0,0,1,0,1,0,1,0,0,1,0,1
129,Data Analyst,130050,US,US,0,0,1,0,1,0,1,0,0,1,0,1
130,Data Engineer,205600,US,US,0,0,1,0,1,0,0,0,0,1,0,0
131,Data Engineer,105700,US,US,0,0,1,0,1,0,0,0,0,1,0,0
132,Data Analyst,236600,US,US,0,0,1,0,1,0,1,0,0,1,0,1
133,Data Analyst,89200,US,US,0,0,1,0,1,0,1,0,0,1,0,1
136,Data Scientist,80000,US,US,0,0,0,0,1,0,0,0,0,1,0,1
139,Data Science Lead,165000,US,US,0,0,1,0,1,0,0,1,0,1,1,0
141,Data Engineer,185900,US,US,0,0,1,0,1,0,1,0,0,1,0,0
142,Data Engineer,129300,US,US,0,0,1,0,1,0,1,0,0,1,0,0
143,Data Analyst,169000,US,US,0,0,1,0,1,0,1,0,0,1,0,0
144,Data Analyst,110600,US,US,0,0,1,0,1,0,1,0,0,1,0,0
147,Data Engineer,225000,US,US,0,0,1,0,1,0,1,0,0,1,0,0
148,Data Engineer,184100,US,US,0,0,1,0,1,0,1,0,0,1,0,0
149,Data Scientist,185900,US,US,0,0,1,0,1,0,1,0,0,1,0,0
150,Data Scientist,129300,US,US,0,0,1,0,1,0,1,0,0,1,0,0
151,Data Scientist,225000,US,US,0,0,1,0,1,0,1,0,0,1,0,0
152,Data Scientist,156400,US,US,0,0,1,0,1,0,1,0,0,1,0,0
153,Data Scientist,185900,US,US,0,0,1,0,1,0,1,0,0,1,0,0
154,Data Scientist,129300,US,US,0,0,1,0,1,0,1,0,0,1,0,0
155,Machine Learning Engineer,108000,US,US,0,0,0,0,1,0,0,1,0,1,0,0
157,Data Scientist,155000,US,US,0,0,1,0,1,0,1,0,0,1,0,1
158,Data Scientist,38000,US,US,0,0,1,0,1,0,1,0,0,1,0,1
159,Data Analyst,85000,US,US,0,1,0,0,1,0,1,0,0,1,0,0
160,Data Analyst,65000,US,US,0,1,0,0,1,0,1,0,0,1,0,0
161,Data Scientist,155000,US,US,0,0,1,0,1,0,1,0,0,1,0,1
162,Data Scientist,38000,US,US,0,0,1,0,1,0,1,0,0,1,0,1
165,Data Scientist,153600,US,US,0,0,1,0,1,0,1,0,0,1,0,1
166,Data Scientist,106800,US,US,0,0,1,0,1,0,1,0,0,1,0,1
167,Data Scientist,185000,US,US,0,0,1,0,1,0,1,0,0,1,0,1
168,Data Scientist,50000,US,US,0,0,1,0,1,0,1,0,0,1,0,1
169,Data Engineer,185900,US,US,0,0,1,0,1,0,1,0,0,1,0,0
170,Data Engineer,129300,US,US,0,0,1,0,1,0,1,0,0,1,0,0
171,Data Scientist,155000,US,US,0,0,1,0,1,0,1,0,0,1,0,1
172,Data Scientist,38000,US,US,0,0,1,0,1,0,1,0,0,1,0,1
173,Data Scientist,168000,US,US,0,0,1,0,1,0,1,0,0,1,0,1
174,Data Scientist,130000,US,US,0,0,1,0,1,0,1,0,0,1,0,1
175,Data Scientist,123400,US,US,0,0,1,0,1,0,1,0,0,1,0,0
176,Data Scientist,88100,US,US,0,0,1,0,1,0,1,0,0,1,0,0
177,Data Scientist,120000,US,US,0,0,1,0,1,0,0,1,0,1,0,1
178,Data Scientist,55000,US,US,0,0,1,0,1,0,0,1,0,1,0,1
179,Data Scientist,185900,US,US,0,0,1,0,1,0,1,0,0,1,0,0
180,Data Scientist,129300,US,US,0,0,1,0,1,0,1,0,0,1,0,0
181,Data Engineer,191200,US,US,0,0,1,0,1,0,1,0,0,1,0,0
182,Data Engineer,130000,US,US,0,0,1,0,1,0,1,0,0,1,0,0
183,Data Analyst,169000,US,US,0,0,1,0,1,0,1,0,0,1,0,0
184,Data Analyst,110600,US,US,0,0,1,0,1,0,1,0,0,1,0,0
185,Analytics Engineer,150000,US,US,0,0,1,0,1,0,1,0,0,1,0,0
186,Analytics Engineer,120000,US,US,0,0,1,0,1,0,1,0,0,1,0,0
187,Data Science Consultant,139000,US,US,0,0,1,0,1,0,1,0,0,1,0,0
188,Data Science Consultant,122000,US,US,0,0,1,0,1,0,1,0,0,1,0,0
189,Data Scientist,185900,US,US,0,0,1,0,1,0,1,0,0,1,0,0
190,Data Scientist,129300,US,US,0,0,1,0,1,0,1,0,0,1,0,0
191,Data Analyst,139600,US,US,0,0,1,0,1,0,1,0,0,1,0,0
192,Data Analyst,85700,US,US,0,0,1,0,1,0,1,0,0,1,0,0
193,Data Engineer,185000,US,US,0,0,1,0,1,0,1,0,0,1,0,1
194,Data Engineer,50000,US,US,0,0,1,0,1,0,1,0,0,1,0,1
195,Data Engineer,185900,US,US,0,0,1,0,1,0,1,0,0,1,0,0
196,Data Engineer,129300,US,US,0,0,1,0,1,0,1,0,0,1,0,0
197,Data Scientist,225000,US,US,0,0,1,0,1,0,1,0,0,1,0,0
198,Data Scientist,156400,US,US,0,0,1,0,1,0,1,0,0,1,0,0
199,Data Scientist,200000,US,US,0,0,1,0,1,0,1,0,0,1,0,1
200,Data Scientist,175000,US,US,0,0,1,0,1,0,1,0,0,1,0,1
201,Data Engineer,185900,US,US,0,0,1,0,1,0,1,0,0,1,0,0
202,Data Engineer,129300,US,US,0,0,1,0,1,0,1,0,0,1,0,0
203,ML Engineer,148500,US,US,0,1,0,0,1,0,0,0,0,1,0,1
204,ML Engineer,98200,US,US,0,1,0,0,1,0,0,0,0,1,0,1
205,Data Analyst,115000,US,US,0,0,1,0,1,0,1,0,0,1,0,1
206,Data Analyst,95000,US,US,0,0,1,0,1,0,1,0,0,1,0,1
207,Data Architect,225000,US,US,0,0,1,0,1,0,1,0,0,1,0,1
208,Data Architect,66000,US,US,0,0,1,0,1,0,1,0,0,1,0,1
209,Data Scientist,185000,US,US,0,0,1,0,1,0,1,0,0,1,0,1
210,Data Scientist,50000,US,US,0,0,1,0,1,0,1,0,0,1,0,1
213,Data Manager,134000,US,US,0,1,0,0,1,0,1,0,0,1,0,0
214,Data Manager,98000,US,US,0,1,0,0,1,0,1,0,0,1,0,0
215,Data Analyst,105000,US,US,0,1,0,0,1,0,1,0,0,1,0,0
216,Data Analyst,62000,US,US,0,1,0,0,1,0,1,0,0,1,0,0
217,BI Data Analyst,57000,US,US,0,0,0,0,1,0,0,0,0,1,0,1
219,Data Scientist,144200,US,US,0,1,0,0,1,0,1,0,0,1,0,1
220,Data Scientist,115360,US,US,0,1,0,0,1,0,1,0,0,1,0,1
225,Data Engineer,170000,US,US,0,0,1,0,1,0,1,0,0,1,0,1
226,Data Engineer,150000,US,US,0,0,1,0,1,0,1,0,0,1,0,1
227,Data Architect,180000,US,US,0,0,1,0,1,0,1,0,0,1,0,1
228,Data Architect,160000,US,US,0,0,1,0,1,0,1,0,0,1,0,1
229,Data Scientist,108000,US,US,0,1,0,0,1,0,0,0,0,1,1,0
230,Machine Learning Manager,200000,US,US,0,0,1,0,1,0,1,0,0,1,0,1
231,Machine Learning Manager,150000,US,US,0,0,1,0,1,0,1,0,0,1,0,1
233,Data Engineer,188700,US,US,0,0,1,0,1,0,1,0,0,1,0,1
234,Data Engineer,160395,US,US,0,0,1,0,1,0,1,0,0,1,0,1
235,Data Analyst,115934,US,US,0,0,1,0,1,0,1,0,0,1,0,1
236,Data Analyst,81666,US,US,0,0,1,0,1,0,1,0,0,1,0,1
237,Data Engineer,300000,US,US,0,0,1,0,1,0,1,0,0,1,0,0
238,Data Engineer,225000,US,US,0,0,1,0,1,0,1,0,0,1,0,0
239,Data Scientist,198440,US,US,0,0,1,0,1,0,1,0,0,1,0,1
240,Data Scientist,144000,US,US,0,0,1,0,1,0,1,0,0,1,0,1
241,Applied Scientist,191475,US,US,0,0,1,0,1,0,1,0,0,1,0,1
242,Applied Scientist,141525,US,US,0,0,1,0,1,0,1,0,0,1,0,1
246,Lead Data Scientist,156868,US,US,0,0,1,0,1,0,0,0,0,1,0,1
248,Data Scientist,198440,US,US,0,0,1,0,1,0,0,0,0,1,0,0
249,Data Scientist,144000,US,US,0,0,1,0,1,0,0,0,0,1,0,0
252,Data Analyst,90000,US,US,0,0,1,0,0,0,1,0,0,1,0,1
255,Data Engineer,200000,US,US,0,0,1,0,1,0,1,0,0,1,0,1
256,Data Engineer,180000,US,US,0,0,1,0,1,0,1,0,0,1,0,1
257,Analytics Engineer,108000,US,US,0,1,0,0,1,0,1,0,0,1,0,1
258,Analytics Engineer,85000,US,US,0,1,0,0,1,0,1,0,0,1,0,1
259,Machine Learning Engineer,210000,US,US,0,0,1,0,1,0,1,0,0,1,0,1
260,Machine Learning Engineer,180000,US,US,0,0,1,0,1,0,1,0,0,1,0,1
261,Data Engineer,165000,US,US,0,0,1,0,1,0,1,0,0,1,0,1
262,Data Engineer,132000,US,US,0,0,1,0,1,0,1,0,0,1,0,1
263,Analytics Engineer,130000,US,US,0,0,1,0,1,0,1,0,0,1,0,1
264,Analytics Engineer,110000,US,US,0,0,1,0,1,0,1,0,0,1,0,1
267,Data Analytics Engineer,135000,US,US,0,1,0,0,1,0,0,0,0,1,0,1
268,Data Engineer,178800,US,US,0,0,1,0,1,0,0,0,0,1,0,1
269,Data Engineer,132100,US,US,0,0,1,0,1,0,0,0,0,1,0,1
273,Data Engineer,160000,US,US,0,0,1,0,1,0,1,0,0,1,0,1
274,Data Engineer,85000,US,US,0,0,1,0,1,0,1,0,0,1,0,1
275,ETL Developer,250000,US,US,0,0,1,0,1,0,1,0,0,1,0,1
276,ETL Developer,63000,US,US,0,0,1,0,1,0,1,0,0,1,0,1
277,Data Engineer,187200,US,US,1,0,0,0,1,0,1,0,0,1,0,1
278,Data Engineer,116100,US,US,1,0,0,0,1,0,1,0,0,1,0,1
280,Data Engineer,200000,US,US,0,0,1,0,1,0,1,0,0,1,0,1
281,Data Engineer,145000,US,US,0,0,1,0,1,0,1,0,0,1,0,1
282,Data Engineer,229998,US,US,0,0,1,0,1,0,0,0,0,1,0,0
283,Data Engineer,154545,US,US,0,0,1,0,1,0,0,0,0,1,0,0
284,Data Scientist,215000,US,US,0,0,1,0,1,0,0,0,0,1,0,0
285,Data Scientist,159000,US,US,0,0,1,0,1,0,0,0,0,1,0,0
286,Data Engineer,229998,US,US,0,0,1,0,1,0,0,0,0,1,0,0
287,Data Engineer,154545,US,US,0,0,1,0,1,0,0,0,0,1,0,0
288,AI Scientist,50000,US,US,0,0,0,0,1,0,1,0,0,1,0,1
289,Data Scientist Lead,183000,US,US,0,0,1,0,1,0,0,0,0,1,0,1
290,Data Analyst,99750,US,US,0,0,1,0,1,0,1,0,0,1,0,1
291,Data Analyst,68400,US,US,0,0,1,0,1,0,1,0,0,1,0,1
292,Data Scientist,236900,US,US,0,0,1,0,1,0,0,0,0,1,0,1
293,Data Scientist,159200,US,US,0,0,1,0,1,0,0,0,0,1,0,1
294,Data Science Manager,243225,US,US,0,0,1,0,1,0,1,0,0,1,0,1
295,Data Science Manager,179775,US,US,0,0,1,0,1,0,1,0,0,1,0,1
296,Data Engineer,175000,US,US,0,0,1,0,1,0,1,0,0,1,0,1
297,Data Engineer,150000,US,US,0,0,1,0,1,0,1,0,0,1,0,1
298,Machine Learning Engineer,210000,US,US,0,0,1,0,1,0,1,0,0,1,0,1
299,Machine Learning Engineer,180000,US,US,0,0,1,0,1,0,1,0,0,1,0,1
300,Data Scientist,148000,US,US,0,0,1,0,1,0,1,0,0,1,0,1
301,Data Scientist,128000,US,US,0,0,1,0,1,0,1,0,0,1,0,1
302,Data Architect,190000,US,US,0,0,1,0,1,0,1,0,0,1,0,1
303,Data Architect,135000,US,US,0,0,1,0,1,0,1,0,0,1,0,1
304,Analytics Engineer,130000,US,US,0,0,1,0,1,0,1,0,0,1,0,1
305,Analytics Engineer,110000,US,US,0,0,1,0,1,0,1,0,0,1,0,1
306,Data Scientist,191475,US,US,0,0,1,0,1,0,1,0,0,1,0,1
307,Data Scientist,141525,US,US,0,0,1,0,1,0,1,0,0,1,0,1
308,Data Engineer,160000,US,US,0,0,1,0,1,0,1,0,0,1,0,1
309,Data Engineer,85000,US,US,0,0,1,0,1,0,1,0,0,1,0,1
310,Data Scientist,218000,US,US,0,0,1,0,1,0,1,0,0,1,0,0
311,Data Scientist,145300,US,US,0,0,1,0,1,0,1,0,0,1,0,0
312,ML Engineer,195400,US,US,0,0,1,0,1,0,0,0,0,1,0,1
313,ML Engineer,131300,US,US,0,0,1,0,1,0,0,0,0,1,0,1
315,Data Scientist,191475,US,US,0,0,1,0,1,0,1,0,0,1,0,1
316,Data Scientist,141525,US,US,0,0,1,0,1,0,1,0,0,1,0,1
317,Data Scientist,207000,US,US,0,0,1,0,1,0,1,0,0,1,0,1
318,Data Scientist,153000,US,US,0,0,1,0,1,0,1,0,0,1,0,1
319,Data Scientist,191475,US,US,0,0,1,0,1,0,1,0,0,1,0,1
320,Data Scientist,141525,US,US,0,0,1,0,1,0,1,0,0,1,0,1
321,Data Analyst,110000,US,US,0,0,1,0,1,0,1,0,0,1,0,0
322,Data Analyst,99000,US,US,0,0,1,0,1,0,1,0,0,1,0,0
323,Data Scientist,191475,US,US,0,0,1,0,1,0,1,0,0,1,0,1
324,Data Scientist,141525,US,US,0,0,1,0,1,0,1,0,0,1,0,1
325,Data Scientist,191475,US,US,0,0,1,0,1,0,1,0,0,1,0,1
326,Data Scientist,141525,US,US,0,0,1,0,1,0,1,0,0,1,0,1
327,Data Scientist,191475,US,US,0,0,1,0,1,0,1,0,0,1,0,1
328,Data Scientist,141525,US,US,0,0,1,0,1,0,1,0,0,1,0,1
331,Data Scientist,207000,US,US,0,0,1,0,1,0,1,0,0,1,0,1
332,Data Scientist,153000,US,US,0,0,1,0,1,0,1,0,0,1,0,1
333,Data Scientist,191475,US,US,0,0,1,0,1,0,1,0,0,1,0,1
334,Data Scientist,141525,US,US,0,0,1,0,1,0,1,0,0,1,0,1
335,Data Scientist,191475,US,US,0,0,1,0,1,0,1,0,0,1,0,1
336,Data Scientist,141525,US,US,0,0,1,0,1,0,1,0,0,1,0,1
337,Data Scientist,191475,US,US,0,0,1,0,1,0,1,0,0,1,0,1
338,Data Scientist,141525,US,US,0,0,1,0,1,0,1,0,0,1,0,1
339,Data Engineer,195700,US,US,0,0,1,0,1,0,1,0,0,1,0,0
340,Data Engineer,130500,US,US,0,0,1,0,1,0,1,0,0,1,0,0
341,ML Engineer,130000,US,US,0,0,1,0,1,0,1,0,0,1,0,1
342,ML Engineer,84000,US,US,0,0,1,0,1,0,1,0,0,1,0,1
343,Data Operations Engineer,100000,US,US,0,1,0,0,1,0,1,0,0,1,0,1
344,Data Operations Engineer,60000,US,US,0,1,0,0,1,0,1,0,0,1,0,1
347,Data Engineer,141300,US,US,0,0,1,0,1,0,1,0,0,1,0,0
348,Data Engineer,102100,US,US,0,0,1,0,1,0,1,0,0,1,0,0
351,Business Data Analyst,150000,US,US,0,1,0,0,1,0,0,0,0,1,0,1
354,Data Analyst,144000,US,US,0,0,1,0,1,0,1,0,0,1,0,1
355,Data Analyst,113000,US,US,0,0,1,0,1,0,1,0,0,1,0,1
357,Data Architect,195400,US,US,0,0,1,0,1,0,0,0,0,1,0,1
358,Data Architect,131300,US,US,0,0,1,0,1,0,0,0,0,1,0,1
359,Machine Learning Engineer,195400,US,US,0,0,1,0,1,0,0,0,0,1,0,1
360,Machine Learning Engineer,131300,US,US,0,0,1,0,1,0,0,0,0,1,0,1
361,Data Architect,195400,US,US,0,0,1,0,1,0,0,0,0,1,0,1
362,Data Architect,131300,US,US,0,0,1,0,1,0,0,0,0,1,0,1
363,Data Architect,190000,US,US,0,0,1,0,1,0,1,0,0,1,0,1
